"stock","sppFAO","area","desc","areaType"
"agn.27.nea","AGN","27.4","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.3","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.4.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.4.a.e","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.4.a.w","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.5","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.6","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.7","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.8","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.9","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.10","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.12","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.14","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"agn.27.nea","AGN","27.2.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.2.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.3.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.3.d","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.4.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.4.c","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.5.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.5.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.6.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.6.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.d","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.e","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.f","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.14.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.14.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.5.b.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.5.b.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.c.22","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.b.23","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.24","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.25","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.26","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.27","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.28","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.29","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.30","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.31","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.32","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.3.c","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.c","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.g","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.h","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.j","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.k","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.6.a.n","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.8.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.8.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.8.c","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.8.d","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.8.e","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.9.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.9.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaTopLevel               "
"agn.27.nea","AGN","27.3.a.21","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.6.a.s","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.7.a.n","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.7.a.s","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.9.a.n","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.9.a.s","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.9.a.c.n","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaUnit                   "
"agn.27.nea","AGN","27.9.a.c.s","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaUnit                   "
"agn.27.nea","AGN","27.8.c.w","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.8.c.e","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.a.20","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.4.b.e","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.4.b.w","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.28.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.3.d.28.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.9.a.s.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaUnit                   "
"agn.27.nea","AGN","27.9.a.s.c","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaUnit                   "
"agn.27.nea","AGN","27.12.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.1.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.2.a.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.2.a.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.12.c","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.10.a.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.10.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.10.a.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.10.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.9.b.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.9.b.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.12.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.12.a.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.12.a.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.12.a.3","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.12.a.4","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.5.a.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.14.b.1","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.14.b.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.5.a.2","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.4.outFU","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.7.outFU","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"agn.27.nea","AGN","27.6.a.outFU","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.6.b.outFU","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"agn.27.nea","AGN","27.5.b.1.a","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaUnit                   "
"agn.27.nea","AGN","27.5.b.1.b","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaUnit                   "
"agn.27.nea","AGN","27.9.a.c","Angel shark (Squatina squatina) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.4","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"alf.27.nea","ALF","27.4.a","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.4.a.e","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.4.a.w","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.6","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"alf.27.nea","ALF","27.7","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"alf.27.nea","ALF","27.8","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"alf.27.nea","ALF","27.9","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"alf.27.nea","ALF","27.10","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"alf.27.nea","ALF","27.12","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-areas                  "
"alf.27.nea","ALF","27.4.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.4.c","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.5.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.6.a","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.6.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.a","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.d","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.e","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.f","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.5.b.1","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.5.b.2","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.7.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.c","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.g","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.h","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.j","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.7.k","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.6.a.n","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.8.a","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.8.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.8.c","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.8.d","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.8.e","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.9.a","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.9.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaTopLevel               "
"alf.27.nea","ALF","27.6.a.s","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.9.a.n","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.9.a.s","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.12.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.12.c","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.10.a.2","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.10.a","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.10.a.1","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.10.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.9.b.1","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.9.b.2","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.12.a","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Divisions                  "
"alf.27.nea","ALF","27.12.a.1","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.12.a.2","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.12.a.3","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.12.a.4","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.5.a.1","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.5.a.2","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.5.b.1.a","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaUnit                   "
"alf.27.nea","ALF","27.5.b.1.b","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_AreaUnit                   "
"alf.27.nea","ALF","27.6.b.2","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.6.b.1","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.7.c.1","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.7.c.2","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
"alf.27.nea","ALF","27.7.j.1","Alfonsinos (Beryx spp.) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","IC_Sub-divisions              "
